vcc 0 0 0 vcc_model vcc_type global_master
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv09/mqp1 1035 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqn1 1036 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqn2 1037 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqn3 1038 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqp1 1039 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqp2 1040 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand0/mqp3 1041 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand1/mqn1 1042 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand1/mqn2 1043 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand1/mqp1 1044 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand1/mqp2 1045 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand2/mqn1 1046 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand2/mqn2 1047 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand2/mqp1 1048 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand2/mqp2 1049 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand3/mqn1 1050 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand3/mqn2 1051 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand3/mqp1 1052 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand3/mqp2 1053 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand4/mqn1 1054 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand4/mqn2 1055 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand4/mqp1 1056 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/nand4/mqp2 1057 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg1.qna 1058 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg1.qpa 1059 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg101.qna 1060 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg101.qpa 1061 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg2.qns 1062 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg2.qpsb 1063 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg3.qna 1064 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg3.qpa 1065 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg4.qna 1066 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg4.qpa 1067 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg5.qns 1068 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/mbn01/mg5.qpsb 1069 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv011/mqn1 1070 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv011/mqp1 1071 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv012/mqn1 1072 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/inv012/mqp1 1073 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mg101.qna 1074 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mg101.qpa 1075 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mg99.qna 1076 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mg99.qpa 1077 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgclkdd.qna 1078 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgclkdd.qpa 1079 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgclkn.qna 1080 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgclkn.qpa 1081 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1.qnck 1082 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1.qnd 1083 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1.qpckb 1084 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1.qpd 1085 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1n.qna 1086 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd1n.qpa 1087 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd2.qnck 1088 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd2.qnd 1089 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd2.qpckb 1090 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgd2.qpd 1091 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgtd1.qns 1092 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgtd1.qpsb 1093 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgtd2.qns 1094 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[3]/fsn00/mgtd2.qpsb 1095 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv00/mqn1 1096 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv00/mqp1 1097 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv02/mqn1 1098 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv02/mqp1 1099 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv05/mqn1 1100 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv05/mqp1 1101 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv06/mqn1 1102 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv06/mqp1 1103 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv07/mqn1 1104 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv07/mqp1 1105 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv08/mqn1 1106 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv08/mqp1 1107 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv09/mqn1 1108 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv09/mqp1 1109 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqn1 1110 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqn2 1111 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqn3 1112 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqp1 1113 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqp2 1114 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand0/mqp3 1115 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand1/mqn1 1116 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand1/mqn2 1117 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand1/mqp1 1118 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand1/mqp2 1119 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand2/mqn1 1120 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand2/mqn2 1121 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand2/mqp1 1122 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand2/mqp2 1123 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand3/mqn1 1124 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand3/mqn2 1125 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand3/mqp1 1126 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand3/mqp2 1127 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand4/mqn1 1128 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand4/mqn2 1129 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand4/mqp1 1130 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/nand4/mqp2 1131 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg1.qna 1132 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg1.qpa 1133 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg101.qna 1134 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg101.qpa 1135 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg2.qns 1136 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg2.qpsb 1137 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg3.qna 1138 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg3.qpa 1139 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg4.qna 1140 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg4.qpa 1141 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg5.qns 1142 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/mbn01/mg5.qpsb 1143 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv011/mqn1 1144 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv011/mqp1 1145 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv012/mqn1 1146 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/inv012/mqp1 1147 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mg101.qna 1148 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mg101.qpa 1149 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mg99.qna 1150 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mg99.qpa 1151 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgclkdd.qna 1152 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgclkdd.qpa 1153 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgclkn.qna 1154 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgclkn.qpa 1155 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1.qnck 1156 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1.qnd 1157 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1.qpckb 1158 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1.qpd 1159 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1n.qna 1160 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd1n.qpa 1161 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd2.qnck 1162 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd2.qnd 1163 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd2.qpckb 1164 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgd2.qpd 1165 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgtd1.qns 1166 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgtd1.qpsb 1167 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgtd2.qns 1168 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[4]/fsn00/mgtd2.qpsb 1169 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv00/mqn1 1170 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv00/mqp1 1171 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv02/mqn1 1172 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv02/mqp1 1173 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv05/mqn1 1174 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv05/mqp1 1175 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv06/mqn1 1176 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv06/mqp1 1177 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv07/mqn1 1178 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv07/mqp1 1179 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv08/mqn1 1180 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv08/mqp1 1181 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv09/mqn1 1182 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv09/mqp1 1183 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqn1 1184 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqn2 1185 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqn3 1186 200 680 nsvt n ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqp1 1187 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqp2 1188 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand0/mqp3 1189 200 680 psvt p ec0nand03al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand1/mqn1 1190 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand1/mqn2 1191 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand1/mqp1 1192 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand1/mqp2 1193 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand2/mqn1 1194 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand2/mqn2 1195 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand2/mqp1 1196 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand2/mqp2 1197 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand3/mqn1 1198 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand3/mqn2 1199 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand3/mqp1 1200 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand3/mqp2 1201 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand4/mqn1 1202 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand4/mqn2 1203 200 680 n n ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand4/mqp1 1204 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/nand4/mqp2 1205 200 680 p p ec0nand02an1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg1.qna 1206 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg1.qpa 1207 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg101.qna 1208 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg101.qpa 1209 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg2.qns 1210 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg2.qpsb 1211 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg3.qna 1212 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg3.qpa 1213 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg4.qna 1214 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg4.qpa 1215 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg5.qns 1216 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/mbn01/mg5.qpsb 1217 200 680 psvt p ec0mbn022al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv011/mqn1 1218 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv011/mqp1 1219 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv012/mqn1 1220 200 680 nsvt n ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/inv012/mqp1 1221 200 680 psvt p ec0inv000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mg101.qna 1222 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mg101.qpa 1223 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mg99.qna 1224 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mg99.qpa 1225 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgclkdd.qna 1226 200 340 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgclkdd.qpa 1227 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgclkn.qna 1228 200 680 n n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgclkn.qpa 1229 200 680 p p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1.qnck 1230 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1.qnd 1231 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1.qpckb 1232 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1.qpd 1233 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1n.qna 1234 200 680 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd1n.qpa 1235 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd2.qnck 1236 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd2.qnd 1237 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd2.qpckb 1238 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgd2.qpd 1239 200 680 psvt p ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgtd1.qns 1240 200 340 nsvt n ec0fsn000al1n02x5
adc/adc/idigbackend/iprimcntr/iupdncntr/i0[5]/fsn00/mgtd1.qpsb 1241 200 680 psvt p ec0fsn000al1n02x5
